betas,TaskType,StimType,StimCond(0/1),Cue,Image(s) seen/imagined
487,1.0,2.0,1.0,Z,"[374, 507, 729, 981, 734, 619, 923, 1122, 848, 822, 1031, 402, 444, 573, 713, 1010, 552, 988, 637, 391, 1030, 1043, 1075, 453]"
488,1.0,2.0,0.0,M,"[597, 984, 534, 632, 512, 629, 1105, 789, 965, 879, 588, 1058, 364, 651, 406, 514, 698, 978, 870, 839, 435, 1139, 564, 943]"
489,1.0,2.0,0.0,M,"[597, 984, 534, 632, 512, 629, 1105, 789, 965, 879, 588, 1058, 364, 651, 406, 514, 698, 978, 870, 839, 435, 1139, 564, 943]"
490,1.0,2.0,0.0,Y,"[470, 624, 602, 426, 770, 762, 450, 659, 394, 434, 1054, 380, 919, 619, 445, 1030, 830, 898, 970, 771, 813, 914, 1115, 1097]"
491,1.0,2.0,0.0,Y,"[470, 624, 602, 426, 770, 762, 450, 659, 394, 434, 1054, 380, 919, 619, 445, 1030, 830, 898, 970, 771, 813, 914, 1115, 1097]"
492,1.0,2.0,1.0,F,"[770, 940, 647, 835, 369, 939, 869, 719, 763, 1018, 779, 784, 813, 533, 395, 969, 1087, 1070, 715, 590, 1029, 635, 596, 507]"
493,1.0,2.0,1.0,F,"[770, 940, 647, 835, 369, 939, 869, 719, 763, 1018, 779, 784, 813, 533, 395, 969, 1087, 1070, 715, 590, 1029, 635, 596, 507]"
494,1.0,2.0,1.0,Z,"[789, 748, 699, 399, 1121, 593, 799, 472, 423, 560, 425, 719, 971, 970, 569, 788, 682, 1133, 518, 866, 494, 541, 661, 941]"
495,1.0,2.0,1.0,Z,"[789, 748, 699, 399, 1121, 593, 799, 472, 423, 560, 425, 719, 971, 970, 569, 788, 682, 1133, 518, 866, 494, 541, 661, 941]"
496,1.0,2.0,1.0,N,"[1106, 771, 867, 768, 1059, 658, 425, 377, 643, 1056, 1027, 967, 514, 896, 434, 850, 912, 744, 781, 486, 1103, 745, 944, 500]"
497,1.0,2.0,1.0,N,"[1106, 771, 867, 768, 1059, 658, 425, 377, 643, 1056, 1027, 967, 514, 896, 434, 850, 912, 744, 781, 486, 1103, 745, 944, 500]"
498,1.0,2.0,0.0,M,"[494, 835, 575, 523, 755, 404, 1048, 892, 961, 541, 366, 489, 503, 757, 1031, 881, 716, 706, 365, 1083, 1127, 598, 568, 890]"
499,1.0,2.0,0.0,M,"[494, 835, 575, 523, 755, 404, 1048, 892, 961, 541, 366, 489, 503, 757, 1031, 881, 716, 706, 365, 1083, 1127, 598, 568, 890]"
500,1.0,2.0,1.0,Y,"[720, 495, 670, 847, 807, 548, 465, 966, 957, 461, 542, 1019, 955, 431, 682, 1103, 636, 947, 402, 689, 573, 509, 719, 1080]"
501,1.0,2.0,1.0,Y,"[720, 495, 670, 847, 807, 548, 465, 966, 957, 461, 542, 1019, 955, 431, 682, 1103, 636, 947, 402, 689, 573, 509, 719, 1080]"
502,1.0,2.0,0.0,N,"[1049, 898, 549, 508, 416, 458, 959, 433, 619, 1080, 402, 1019, 551, 1124, 941, 1122, 1034, 811, 884, 415, 994, 822, 585, 468]"
503,1.0,2.0,0.0,N,"[1049, 898, 549, 508, 416, 458, 959, 433, 619, 1080, 402, 1019, 551, 1124, 941, 1122, 1034, 811, 884, 415, 994, 822, 585, 468]"
504,1.0,2.0,1.0,F,"[955, 995, 1126, 461, 504, 963, 391, 598, 641, 489, 510, 1057, 625, 453, 399, 721, 661, 606, 947, 762, 407, 1045, 857, 562]"
505,1.0,2.0,1.0,F,"[955, 995, 1126, 461, 504, 963, 391, 598, 641, 489, 510, 1057, 625, 453, 399, 721, 661, 606, 947, 762, 407, 1045, 857, 562]"
506,1.0,2.0,0.0,S,"[835, 436, 786, 514, 649, 668, 957, 1009, 1120, 481, 961, 1132, 647, 959, 809, 720, 386, 743, 922, 1110, 617, 725, 1135, 980]"
507,1.0,2.0,0.0,S,"[835, 436, 786, 514, 649, 668, 957, 1009, 1120, 481, 961, 1132, 647, 959, 809, 720, 386, 743, 922, 1110, 617, 725, 1135, 980]"
508,1.0,2.0,0.0,Z,"[451, 503, 575, 465, 839, 683, 665, 687, 395, 410, 533, 770, 546, 362, 529, 1021, 841, 739, 862, 643, 499, 1055, 433, 510]"
509,1.0,2.0,0.0,Z,"[451, 503, 575, 465, 839, 683, 665, 687, 395, 410, 533, 770, 546, 362, 529, 1021, 841, 739, 862, 643, 499, 1055, 433, 510]"
510,1.0,2.0,0.0,Y,"[862, 756, 612, 410, 958, 945, 885, 459, 992, 552, 811, 828, 866, 1033, 941, 844, 508, 963, 788, 786, 979, 625, 517, 683]"
511,1.0,2.0,0.0,Y,"[862, 756, 612, 410, 958, 945, 885, 459, 992, 552, 811, 828, 866, 1033, 941, 844, 508, 963, 788, 786, 979, 625, 517, 683]"
512,1.0,2.0,1.0,N,"[730, 747, 1083, 1020, 360, 470, 495, 668, 807, 977, 567, 435, 846, 937, 1133, 1008, 920, 682, 979, 437, 423, 725, 462, 789]"
513,1.0,2.0,1.0,N,"[730, 747, 1083, 1020, 360, 470, 495, 668, 807, 977, 567, 435, 846, 937, 1133, 1008, 920, 682, 979, 437, 423, 725, 462, 789]"
514,1.0,2.0,0.0,F,"[649, 520, 518, 1033, 836, 777, 839, 983, 971, 637, 1066, 739, 629, 531, 865, 914, 755, 720, 1031, 397, 1139, 687, 644, 541]"
515,1.0,2.0,0.0,F,"[649, 520, 518, 1033, 836, 777, 839, 983, 971, 637, 1066, 739, 629, 531, 865, 914, 755, 720, 1031, 397, 1139, 687, 644, 541]"
516,1.0,2.0,0.0,Z,"[878, 1066, 589, 542, 992, 865, 858, 1124, 778, 784, 588, 407, 372, 512, 704, 859, 915, 1127, 1093, 706, 836, 966, 977, 881]"
517,1.0,2.0,0.0,Z,"[878, 1066, 589, 542, 992, 865, 858, 1124, 778, 784, 588, 407, 372, 512, 704, 859, 915, 1127, 1093, 706, 836, 966, 977, 881]"
518,1.0,2.0,0.0,F,"[893, 436, 881, 1050, 410, 564, 889, 871, 659, 575, 692, 980, 866, 536, 981, 1115, 426, 703, 756, 1120, 420, 796, 578, 788]"
519,1.0,2.0,0.0,F,"[893, 436, 881, 1050, 410, 564, 889, 871, 659, 575, 692, 980, 866, 536, 981, 1115, 426, 703, 756, 1120, 420, 796, 578, 788]"
520,1.0,2.0,0.0,N,"[593, 1075, 455, 1058, 970, 523, 665, 780, 588, 403, 1132, 1107, 454, 951, 651, 975, 952, 915, 463, 396, 617, 586, 992, 966]"
521,1.0,2.0,0.0,N,"[593, 1075, 455, 1058, 970, 523, 665, 780, 588, 403, 1132, 1107, 454, 951, 651, 975, 952, 915, 463, 396, 617, 586, 992, 966]"
522,1.0,2.0,1.0,Y,"[510, 665, 643, 586, 725, 1118, 731, 690, 942, 481, 1104, 715, 801, 894, 615, 1077, 1114, 536, 451, 1029, 442, 496, 507, 923]"
523,1.0,2.0,1.0,Y,"[510, 665, 643, 586, 725, 1118, 731, 690, 942, 481, 1104, 715, 801, 894, 615, 1077, 1114, 536, 451, 1029, 442, 496, 507, 923]"
524,1.0,2.0,1.0,Z,"[489, 568, 1114, 813, 694, 801, 363, 730, 1080, 658, 520, 404, 468, 564, 1040, 965, 1067, 1054, 1058, 1087, 899, 889, 723, 956]"
525,1.0,2.0,1.0,Z,"[489, 568, 1114, 813, 694, 801, 363, 730, 1080, 658, 520, 404, 468, 564, 1040, 965, 1067, 1054, 1058, 1087, 899, 889, 723, 956]"
526,1.0,2.0,0.0,M,"[699, 658, 703, 850, 809, 549, 415, 1093, 411, 362, 859, 721, 867, 533, 787, 521, 857, 1045, 969, 560, 922, 891, 763, 983]"
527,1.0,2.0,0.0,M,"[699, 658, 703, 850, 809, 549, 415, 1093, 411, 362, 859, 721, 867, 533, 787, 521, 857, 1045, 969, 560, 922, 891, 763, 983]"
528,2.0,2.0,,F,['fruit']
529,2.0,2.0,,S,['stripes']
530,2.0,2.0,,N,['banana']
531,2.0,2.0,,S,['stripes']
532,2.0,2.0,,N,['banana']
533,2.0,2.0,,Y,['yellow']
534,2.0,2.0,,M,['mammal']
535,2.0,2.0,,Y,['yellow']
536,2.0,2.0,,Z,['zebra']
537,2.0,2.0,,Y,['yellow']
538,2.0,2.0,,Z,['zebra']
539,2.0,2.0,,M,['mammal']
540,2.0,2.0,,N,['banana']
541,2.0,2.0,,F,['fruit']
542,2.0,2.0,,Z,['zebra']
543,2.0,2.0,,F,['fruit']
544,2.0,2.0,,S,['stripes']
545,2.0,2.0,,M,['mammal']
546,2.0,2.0,,S,['stripes']
547,2.0,2.0,,F,['fruit']
548,2.0,2.0,,Y,['yellow']
549,2.0,2.0,,M,['mammal']
550,2.0,2.0,,F,['fruit']
551,2.0,2.0,,N,['banana']
552,2.0,2.0,,Y,['yellow']
553,2.0,2.0,,F,['fruit']
554,2.0,2.0,,Z,['zebra']
555,2.0,2.0,,S,['stripes']
556,2.0,2.0,,Y,['yellow']
557,2.0,2.0,,S,['stripes']
558,2.0,2.0,,Z,['zebra']
559,2.0,2.0,,M,['mammal']
560,2.0,2.0,,Y,['yellow']
561,2.0,2.0,,S,['stripes']
562,2.0,2.0,,M,['mammal']
563,2.0,2.0,,Z,['zebra']
564,2.0,2.0,,N,['banana']
565,2.0,2.0,,Z,['zebra']
566,2.0,2.0,,N,['banana']
567,2.0,2.0,,Z,['zebra']
568,2.0,2.0,,N,['banana']
569,2.0,2.0,,F,['fruit']
570,2.0,2.0,,S,['stripes']
571,2.0,2.0,,Y,['yellow']
572,2.0,2.0,,N,['banana']
573,2.0,2.0,,M,['mammal']
574,2.0,2.0,,F,['fruit']
575,2.0,2.0,,M,['mammal']
576,3.0,0.0,,L,[185]
577,3.0,0.0,,V,[129]
578,3.0,0.0,,R,[74]
579,3.0,0.0,,L,[185]
580,3.0,0.0,,V,[129]
581,3.0,0.0,,P,[257]
582,3.0,0.0,,V,[129]
583,3.0,0.0,,R,[74]
584,3.0,0.0,,H,[17]
585,3.0,0.0,,R,[74]
586,3.0,0.0,,V,[129]
587,3.0,0.0,,E,[307]
588,3.0,0.0,,R,[74]
589,3.0,0.0,,V,[129]
590,3.0,0.0,,L,[185]
591,3.0,0.0,,E,[307]
592,3.0,0.0,,P,[257]
593,3.0,0.0,,H,[17]
594,3.0,0.0,,E,[307]
595,3.0,0.0,,L,[185]
596,3.0,0.0,,E,[307]
597,3.0,0.0,,L,[185]
598,3.0,0.0,,E,[307]
599,3.0,0.0,,H,[17]
600,3.0,0.0,,E,[307]
601,3.0,0.0,,H,[17]
602,3.0,0.0,,P,[257]
603,3.0,0.0,,E,[307]
604,3.0,0.0,,R,[74]
605,3.0,0.0,,H,[17]
606,3.0,0.0,,L,[185]
607,3.0,0.0,,P,[257]
608,3.0,0.0,,V,[129]
609,3.0,0.0,,H,[17]
610,3.0,0.0,,P,[257]
611,3.0,0.0,,L,[185]
612,3.0,0.0,,V,[129]
613,3.0,0.0,,R,[74]
614,3.0,0.0,,H,[17]
615,3.0,0.0,,L,[185]
616,3.0,0.0,,R,[74]
617,3.0,0.0,,V,[129]
618,3.0,0.0,,E,[307]
619,3.0,0.0,,P,[257]
620,3.0,0.0,,H,[17]
621,3.0,0.0,,P,[257]
622,3.0,0.0,,R,[74]
623,3.0,0.0,,P,[257]
624,3.0,1.0,,B,[929]
625,3.0,1.0,,W,[656]
626,3.0,1.0,,C,[1006]
627,3.0,1.0,,T,[358]
628,3.0,1.0,,C,[1006]
629,3.0,1.0,,K,[676]
630,3.0,1.0,,D,[1065]
631,3.0,1.0,,C,[1006]
632,3.0,1.0,,K,[676]
633,3.0,1.0,,W,[656]
634,3.0,1.0,,K,[676]
635,3.0,1.0,,D,[1065]
636,3.0,1.0,,C,[1006]
637,3.0,1.0,,D,[1065]
638,3.0,1.0,,C,[1006]
639,3.0,1.0,,T,[358]
640,3.0,1.0,,D,[1065]
641,3.0,1.0,,B,[929]
642,3.0,1.0,,T,[358]
643,3.0,1.0,,C,[1006]
644,3.0,1.0,,W,[656]
645,3.0,1.0,,B,[929]
646,3.0,1.0,,T,[358]
647,3.0,1.0,,B,[929]
648,3.0,1.0,,K,[676]
649,3.0,1.0,,D,[1065]
650,3.0,1.0,,T,[358]
651,3.0,1.0,,W,[656]
652,3.0,1.0,,C,[1006]
653,3.0,1.0,,B,[929]
654,3.0,1.0,,D,[1065]
655,3.0,1.0,,W,[656]
656,3.0,1.0,,K,[676]
657,3.0,1.0,,W,[656]
658,3.0,1.0,,K,[676]
659,3.0,1.0,,B,[929]
660,3.0,1.0,,T,[358]
661,3.0,1.0,,W,[656]
662,3.0,1.0,,T,[358]
663,3.0,1.0,,W,[656]
664,3.0,1.0,,D,[1065]
665,3.0,1.0,,B,[929]
666,3.0,1.0,,C,[1006]
667,3.0,1.0,,K,[676]
668,3.0,1.0,,D,[1065]
669,3.0,1.0,,K,[676]
670,3.0,1.0,,T,[358]
671,3.0,1.0,,B,[929]
672,3.0,2.0,,N,['banana']
673,3.0,2.0,,F,['fruit']
674,3.0,2.0,,S,['stripes']
675,3.0,2.0,,M,['mammal']
676,3.0,2.0,,Y,['yellow']
677,3.0,2.0,,N,['banana']
678,3.0,2.0,,Y,['yellow']
679,3.0,2.0,,F,['fruit']
680,3.0,2.0,,M,['mammal']
681,3.0,2.0,,Z,['zebra']
682,3.0,2.0,,Y,['yellow']
683,3.0,2.0,,Z,['zebra']
684,3.0,2.0,,F,['fruit']
685,3.0,2.0,,N,['banana']
686,3.0,2.0,,M,['mammal']
687,3.0,2.0,,S,['stripes']
688,3.0,2.0,,N,['banana']
689,3.0,2.0,,Z,['zebra']
690,3.0,2.0,,F,['fruit']
691,3.0,2.0,,Y,['yellow']
692,3.0,2.0,,S,['stripes']
693,3.0,2.0,,M,['mammal']
694,3.0,2.0,,Y,['yellow']
695,3.0,2.0,,M,['mammal']
696,3.0,2.0,,F,['fruit']
697,3.0,2.0,,N,['banana']
698,3.0,2.0,,Z,['zebra']
699,3.0,2.0,,S,['stripes']
700,3.0,2.0,,Z,['zebra']
701,3.0,2.0,,Y,['yellow']
702,3.0,2.0,,M,['mammal']
703,3.0,2.0,,F,['fruit']
704,3.0,2.0,,Z,['zebra']
705,3.0,2.0,,N,['banana']
706,3.0,2.0,,Z,['zebra']
707,3.0,2.0,,F,['fruit']
708,3.0,2.0,,M,['mammal']
709,3.0,2.0,,N,['banana']
710,3.0,2.0,,S,['stripes']
711,3.0,2.0,,N,['banana']
712,3.0,2.0,,S,['stripes']
713,3.0,2.0,,Z,['zebra']
714,3.0,2.0,,F,['fruit']
715,3.0,2.0,,S,['stripes']
716,3.0,2.0,,M,['mammal']
717,3.0,2.0,,Y,['yellow']
718,3.0,2.0,,S,['stripes']
719,3.0,2.0,,Y,['yellow']
